

Microchip Technology PIC PRO Macro Assembler V2.00 build -1524193055 
                                                                                               Thu Apr 11 11:59:54 2019

Microchip Technology Omniscient Code Generator v2.00 (PRO mode) build 20180527130849
     1                           	processor	16F15344
     2                           	opt	pw 120
     3                           	opt	pm
     4                           	psect	nvCOMMON,global,class=COMMON,space=1,delta=1
     5                           	psect	nvBANK0,global,class=BANK0,space=1,delta=1
     6                           	psect	cinit,global,class=CODE,merge=1,delta=2
     7                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     8                           	psect	bssBANK0,global,class=BANK0,space=1,delta=1
     9                           	psect	clrtext,global,class=CODE,delta=2
    10                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
    11                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
    12                           	psect	text2,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	swtext1,local,class=CONST,delta=2
    15                           	psect	text26,local,class=CODE,merge=1,delta=2
    16                           	psect	text28,local,class=CODE,merge=1,delta=2
    17                           	psect	text29,local,class=CODE,merge=1,delta=2
    18                           	psect	text36,local,class=CODE,merge=1,delta=2
    19                           	psect	text40,local,class=CODE,merge=1,delta=2
    20                           	psect	text41,local,class=CODE,merge=1,delta=2
    21                           	psect	text43,local,class=CODE,merge=1,delta=2
    22                           	psect	text45,local,class=CODE,merge=1,delta=2
    23                           	psect	text55,local,class=CODE,merge=1,delta=2
    24                           	psect	intentry,global,class=CODE,delta=2
    25                           	psect	text61,local,class=CODE,merge=1,delta=2
    26                           	psect	text62,local,class=CODE,merge=1,delta=2
    27                           	psect	text63,local,class=CODE,merge=1,delta=2
    28                           	psect	text65,local,class=CODE,merge=1,delta=2
    29                           	psect	text66,local,class=CODE,merge=1,delta=2
    30                           	psect	text69,local,class=CODE,merge=1,delta=2
    31                           	psect	text71,local,class=CODE,merge=1,delta=2
    32                           	psect	text72,local,class=CODE,merge=1,delta=2
    33                           	psect	text75,local,class=CODE,merge=1,delta=2
    34                           	psect	text77,local,class=CODE,merge=1,delta=2
    35                           	psect	text78,local,class=CODE,merge=1,delta=2
    36                           	psect	text79,local,class=CODE,merge=1,delta=2
    37                           	psect	text80,local,class=CODE,merge=1,delta=2
    38                           	psect	text81,local,class=CODE,merge=1,delta=2
    39                           	psect	pa_nodes0,global,class=CODE,delta=2
    40                           	dabs	1,0x7E,2
    41  0000                     
    42                           ; Version 2.00
 12297 ;;      Totals:         0       0       0       0       0       0       0       0
 12298 ;;Total ram usage:        0 bytes
 12299 ;; Hardware stack levels used:    1
 12300 ;; Hardware stack levels required when called:    2
 12301 ;; This function calls:
 12302 ;;		Absolute function
 12303 ;;		_TMR0_DefaultInterruptHandler
 12304 ;;		_minuteInt
 12305 ;; This function is called by:
 12306 ;;		_INTERRUPT_InterruptManager
 12307 ;; This function uses a non-reentrant model
 12308 ;;
 12309                           
 12310                           
 12311                           ;psect for function _TMR0_ISR
 12312  0CB8                     _TMR0_ISR:	
 12313                           
 12314                           ;mcc_generated_files/tmr0.c: 124:     PIR0bits.TMR0IF = 0;
 12315                           
 12316                           ;incstack = 0
 12317                           ; Regs used in _TMR0_ISR: [wreg+status,2+status,0+pclath+cstack]
 12318  0CB8  128C               	bcf	12,5	;volatile
 12319                           
 12320                           ;mcc_generated_files/tmr0.c: 125:     if(TMR0_InterruptHandler)
 12321  0CB9  0140               	movlb	0	; select bank0
 12322  0CBA  0868               	movf	_TMR0_InterruptHandler,w
 12323  0CBB  0469               	iorwf	_TMR0_InterruptHandler+1,w
 12324  0CBC  1903               	btfsc	3,2
 12325  0CBD  0008               	return
 12326                           
 12327                           ;mcc_generated_files/tmr0.c: 126:     {;mcc_generated_files/tmr0.c: 127:         TMR0_In
      +                          terruptHandler();
 12328  0CBE  0869               	movf	_TMR0_InterruptHandler+1,w
 12329  0CBF  008A               	movwf	10
 12330  0CC0  0868               	movf	_TMR0_InterruptHandler,w
 12331  0CC1  000A               	callw
 12332  0CC2  318C               	pagesel	$
 12333  0CC3  0008               	return
 12334  0CC4                     __end_of_TMR0_ISR:	
 12335                           
 12336                           	psect	text66
 12337  0003                     __ptext66:	
 12338 ;; *************** function _TMR0_DefaultInterruptHandler *****************
 12339 ;; Defined at:
 12340 ;;		line 138 in file "mcc_generated_files/tmr0.c"
 12341 ;; Parameters:    Size  Location     Type
 12342 ;;		None
 12343 ;; Auto vars:     Size  Location     Type
 12344 ;;		None
 12345 ;; Return value:  Size  Location     Type
 12346 ;;                  1    wreg      void 
 12347 ;; Registers used:
 12348 ;;		None
 12349 ;; Tracked objects:
 12350 ;;		On entry : 3F/0
 12351 ;;		On exit  : 3F/0
 12352 ;;		Unchanged: 3F/0
 12353 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12354 ;;      Params:         0       0       0       0       0       0       0       0
 12355 ;;      Locals:         0       0       0       0       0       0       0       0
 12356 ;;      Temps:          0       0       0       0       0       0       0       0
 12357 ;;      Totals:         0       0       0       0       0       0       0       0
 12358 ;;Total ram usage:        0 bytes
 12359 ;; Hardware stack levels used:    1
 12360 ;; This function calls:
 12361 ;;		Nothing
 12362 ;; This function is called by:
 12363 ;;		_TMR0_Initialize
 12364 ;;		_TMR0_ISR
 12365 ;; This function uses a non-reentrant model
 12366 ;;
 12367                           
 12368                           
 12369                           ;psect for function _TMR0_DefaultInterruptHandler
 12370  0003                     _TMR0_DefaultInterruptHandler:	
 12371                           
 12372                           ;incstack = 0
 12373                           ; Regs used in _TMR0_DefaultInterruptHandler: []
 12374  0003  0008               	return
 12375  0004                     __end_of_TMR0_DefaultInterruptHandler:	
 12376                           
 12377                           	psect	text69
 12378  0D36                     __ptext69:	
 12379 ;; *************** function _PIN_MANAGER_IOC *****************
 12380 ;; Defined at:
 12381 ;;		line 145 in file "mcc_generated_files/pin_manager.c"
 12382 ;; Parameters:    Size  Location     Type
 12383 ;;		None
 12384 ;; Auto vars:     Size  Location     Type
 12385 ;;		None
 12386 ;; Return value:  Size  Location     Type
 12387 ;;                  1    wreg      void 
 12388 ;; Registers used:
 12389 ;;		wreg, status,2, status,0, pclath, cstack
 12390 ;; Tracked objects:
 12391 ;;		On entry : 3F/E
 12392 ;;		On exit  : 3F/3E
 12393 ;;		Unchanged: 0/0
 12394 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12395 ;;      Params:         0       0       0       0       0       0       0       0
 12396 ;;      Locals:         0       0       0       0       0       0       0       0
 12397 ;;      Temps:          0       0       0       0       0       0       0       0
 12398 ;;      Totals:         0       0       0       0       0       0       0       0
 12399 ;;Total ram usage:        0 bytes
 12400 ;; Hardware stack levels used:    1
 12401 ;; Hardware stack levels required when called:    3
 12402 ;; This function calls:
 12403 ;;		_IOCAF5_ISR
 12404 ;;		_IOCBF6_ISR
 12405 ;;		_IOCBF7_ISR
 12406 ;; This function is called by:
 12407 ;;		_INTERRUPT_InterruptManager
 12408 ;; This function uses a non-reentrant model
 12409 ;;
 12410                           
 12411                           
 12412                           ;psect for function _PIN_MANAGER_IOC
 12413  0D36                     _PIN_MANAGER_IOC:	
 12414                           
 12415                           ;mcc_generated_files/pin_manager.c: 148:     if(IOCAFbits.IOCAF5 == 1)
 12416                           
 12417                           ;incstack = 0
 12418                           ; Regs used in _PIN_MANAGER_IOC: [wreg+status,2+status,0+pclath+cstack]
 12419  0D36  017E               	movlb	62	; select bank62
 12420  0D37  1EBF               	btfss	63,5	;volatile
 12421  0D38  2D3B               	goto	i1l4257
 12422                           
 12423                           ;mcc_generated_files/pin_manager.c: 149:     {;mcc_generated_files/pin_manager.c: 150:  
      +                                 IOCAF5_ISR();
 12424  0D39  2542  318D         	fcall	_IOCAF5_ISR
 12425  0D3B                     i1l4257:	
 12426                           
 12427                           ;mcc_generated_files/pin_manager.c: 153:     if(IOCBFbits.IOCBF6 == 1)
 12428  0D3B  1F4A               	btfss	74,6	;volatile
 12429  0D3C  2D3F               	goto	i1l4261
 12430                           
 12431                           ;mcc_generated_files/pin_manager.c: 154:     {;mcc_generated_files/pin_manager.c: 155:  
      +                                 IOCBF6_ISR();
 12432  0D3D  254E  318D         	fcall	_IOCBF6_ISR
 12433  0D3F                     i1l4261:	
 12434                           
 12435                           ;mcc_generated_files/pin_manager.c: 158:     if(IOCBFbits.IOCBF7 == 1)
 12436  0D3F  1FCA               	btfss	74,7	;volatile
 12437  0D40  0008               	return
 12438                           
 12439                           ;mcc_generated_files/pin_manager.c: 159:     {;mcc_generated_files/pin_manager.c: 160:  
      +                                 IOCBF7_ISR();
 12440  0D41  2D5B               	ljmp	i1l4107
 12441  0D42                     __end_of_PIN_MANAGER_IOC:	
 12442  0D42                     __ptext76:	
 12443 ;; *************** function _IOCAF5_ISR *****************
 12444 ;; Defined at:
 12445 ;;		line 167 in file "mcc_generated_files/pin_manager.c"
 12446 ;; Parameters:    Size  Location     Type
 12447 ;;		None
 12448 ;; Auto vars:     Size  Location     Type
 12449 ;;		None
 12450 ;; Return value:  Size  Location     Type
 12451 ;;                  1    wreg      void 
 12452 ;; Registers used:
 12453 ;;		wreg, status,2, status,0, pclath, cstack
 12454 ;; Tracked objects:
 12455 ;;		On entry : 3F/3E
 12456 ;;		On exit  : 3F/3E
 12457 ;;		Unchanged: 0/0
 12458 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12459 ;;      Params:         0       0       0       0       0       0       0       0
 12460 ;;      Locals:         0       0       0       0       0       0       0       0
 12461 ;;      Temps:          0       0       0       0       0       0       0       0
 12462 ;;      Totals:         0       0       0       0       0       0       0       0
 12463 ;;Total ram usage:        0 bytes
 12464 ;; Hardware stack levels used:    1
 12465 ;; Hardware stack levels required when called:    2
 12466 ;; This function calls:
 12467 ;;		Absolute function
 12468 ;;		_IOCAF5_DefaultInterruptHandler
 12469 ;;		_buttChangeInt
 12470 ;; This function is called by:
 12471 ;;		_PIN_MANAGER_IOC
 12472 ;; This function uses a non-reentrant model
 12473 ;;
 12474                           
 12475                           
 12476                           ;psect for function _IOCAF5_ISR
 12477  0D42                     _IOCAF5_ISR:	
 12478                           
 12479                           ;mcc_generated_files/pin_manager.c: 172:     if(IOCAF5_InterruptHandler)
 12480                           
 12481                           ;incstack = 0
 12482                           ; Regs used in _IOCAF5_ISR: [wreg+status,2+status,0+pclath+cstack]
 12483  0D42  0876               	movf	_IOCAF5_InterruptHandler,w
 12484  0D43  0477               	iorwf	_IOCAF5_InterruptHandler+1,w
 12485  0D44  1903               	btfsc	3,2
 12486  0D45  2D4B               	goto	i1l3071
 12487                           
 12488                           ;mcc_generated_files/pin_manager.c: 173:     {;mcc_generated_files/pin_manager.c: 174:  
      +                                 IOCAF5_InterruptHandler();
 12489  0D46  0877               	movf	_IOCAF5_InterruptHandler+1,w
 12490  0D47  008A               	movwf	10
 12491  0D48  0876               	movf	_IOCAF5_InterruptHandler,w
 12492  0D49  000A               	callw
 12493  0D4A  318D               	pagesel	$
 12494  0D4B                     i1l3071:	
 12495                           
 12496                           ;mcc_generated_files/pin_manager.c: 176:     IOCAFbits.IOCAF5 = 0;
 12497  0D4B  017E               	movlb	62	; select bank62
 12498  0D4C  12BF               	bcf	63,5	;volatile
 12499  0D4D  0008               	return
 12500  0D4E                     __end_of_IOCAF5_ISR:	
 12501  0D4E                     __ptext74:	
 12502 ;; *************** function _IOCBF6_ISR *****************
 12503 ;; Defined at:
 12504 ;;		line 197 in file "mcc_generated_files/pin_manager.c"
 12505 ;; Parameters:    Size  Location     Type
 12506 ;;		None
 12507 ;; Auto vars:     Size  Location     Type
 12508 ;;		None
 12509 ;; Return value:  Size  Location     Type
 12510 ;;                  1    wreg      void 
 12511 ;; Registers used:
 12512 ;;		wreg, status,2, status,0, pclath, cstack
 12513 ;; Tracked objects:
 12514 ;;		On entry : 3F/3E
 12515 ;;		On exit  : 3F/3E
 12516 ;;		Unchanged: 0/0
 12517 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12518 ;;      Params:         0       0       0       0       0       0       0       0
 12519 ;;      Locals:         0       0       0       0       0       0       0       0
 12520 ;;      Temps:          0       0       0       0       0       0       0       0
 12521 ;;      Totals:         0       0       0       0       0       0       0       0
 12522 ;;Total ram usage:        0 bytes
 12523 ;; Hardware stack levels used:    1
 12524 ;; Hardware stack levels required when called:    1
 12525 ;; This function calls:
 12526 ;;		Absolute function
 12527 ;;		_IOCBF6_DefaultInterruptHandler
 12528 ;; This function is called by:
 12529 ;;		_PIN_MANAGER_IOC
 12530 ;; This function uses a non-reentrant model
 12531 ;;
 12532                           
 12533                           
 12534                           ;psect for function _IOCBF6_ISR
 12535  0D4E                     _IOCBF6_ISR:	
 12536                           
 12537                           ;mcc_generated_files/pin_manager.c: 202:     if(IOCBF6_InterruptHandler)
 12538                           
 12539                           ;incstack = 0
 12540                           ; Regs used in _IOCBF6_ISR: [wreg+status,2+status,0+pclath+cstack]
 12541  0D4E  0140               	movlb	0	; select bank0
 12542  0D4F  086C               	movf	_IOCBF6_InterruptHandler,w
 12543  0D50  046D               	iorwf	_IOCBF6_InterruptHandler+1,w
 12544  0D51  1903               	btfsc	3,2
 12545  0D52  2D58               	goto	i1l3077
 12546                           
 12547                           ;mcc_generated_files/pin_manager.c: 203:     {;mcc_generated_files/pin_manager.c: 204:  
      +                                 IOCBF6_InterruptHandler();
 12548  0D53  086D               	movf	_IOCBF6_InterruptHandler+1,w
 12549  0D54  008A               	movwf	10
 12550  0D55  086C               	movf	_IOCBF6_InterruptHandler,w
 12551  0D56  000A               	callw
 12552  0D57  318D               	pagesel	$
 12553  0D58                     i1l3077:	
 12554                           
 12555                           ;mcc_generated_files/pin_manager.c: 206:     IOCBFbits.IOCBF6 = 0;
 12556  0D58  017E               	movlb	62	; select bank62
 12557  0D59  134A               	bcf	74,6	;volatile
 12558  0D5A  0008               	return
 12559  0D5B                     __end_of_IOCBF6_ISR:	
 12560  0D5B                     __ptext70:	
 12561 ;; *************** function _IOCBF7_ISR *****************
 12562 ;; Defined at:
 12563 ;;		line 227 in file "mcc_generated_files/pin_manager.c"
 12564 ;; Parameters:    Size  Location     Type
 12565 ;;		None
 12566 ;; Auto vars:     Size  Location     Type
 12567 ;;		None
 12568 ;; Return value:  Size  Location     Type
 12569 ;;                  1    wreg      void 
 12570 ;; Registers used:
 12571 ;;		wreg, status,2, status,0, pclath, cstack
 12572 ;; Tracked objects:
 12573 ;;		On entry : 3F/3E
 12574 ;;		On exit  : 3F/3E
 12575 ;;		Unchanged: 0/0
 12576 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12577 ;;      Params:         0       0       0       0       0       0       0       0
 12578 ;;      Locals:         0       0       0       0       0       0       0       0
 12579 ;;      Temps:          0       0       0       0       0       0       0       0
 12580 ;;      Totals:         0       0       0       0       0       0       0       0
 12581 ;;Total ram usage:        0 bytes
 12582 ;; Hardware stack levels used:    1
 12583 ;; Hardware stack levels required when called:    2
 12584 ;; This function calls:
 12585 ;;		Absolute function
 12586 ;;		_IOCBF7_DefaultInterruptHandler
 12587 ;;		i1_batteryGetStatus
 12588 ;; This function is called by:
 12589 ;;		_PIN_MANAGER_IOC
 12590 ;; This function uses a non-reentrant model
 12591 ;;
 12592                           
 12593                           
 12594                           ;psect for function _IOCBF7_ISR
 12595  0D5B                     _IOCBF7_ISR:	
 12596  0D5B                     i1l4107:	
 12597                           ;incstack = 0
 12598                           ; Regs used in _IOCBF7_ISR: [wreg+status,2+status,0+pclath+cstack]
 12599                           
 12600                           
 12601                           ;mcc_generated_files/pin_manager.c: 232:     if(IOCBF7_InterruptHandler)
 12602  0D5B  0140               	movlb	0	; select bank0
 12603  0D5C  086A               	movf	_IOCBF7_InterruptHandler,w
 12604  0D5D  046B               	iorwf	_IOCBF7_InterruptHandler+1,w
 12605  0D5E  1903               	btfsc	3,2
 12606  0D5F  2D65               	goto	i1l4111
 12607                           
 12608                           ;mcc_generated_files/pin_manager.c: 233:     {;mcc_generated_files/pin_manager.c: 234:  
      +                                 IOCBF7_InterruptHandler();
 12609  0D60  086B               	movf	_IOCBF7_InterruptHandler+1,w
 12610  0D61  008A               	movwf	10
 12611  0D62  086A               	movf	_IOCBF7_InterruptHandler,w
 12612  0D63  000A               	callw
 12613  0D64  318D               	pagesel	$
 12614  0D65                     i1l4111:	
 12615                           
 12616                           ;mcc_generated_files/pin_manager.c: 236:     IOCBFbits.IOCBF7 = 0;
 12617  0D65  017E               	movlb	62	; select bank62
 12618  0D66  13CA               	bcf	74,7	;volatile
 12619  0D67  0008               	return
 12620  0D68                     __end_of_IOCBF7_ISR:	
 12621                           
 12622                           	psect	text71
 12623  0C8E                     __ptext71:	
 12624 ;; *************** function _IOCBF7_DefaultInterruptHandler *****************
 12625 ;; Defined at:
 12626 ;;		line 249 in file "mcc_generated_files/pin_manager.c"
 12627 ;; Parameters:    Size  Location     Type
 12628 ;;		None
 12629 ;; Auto vars:     Size  Location     Type
 12630 ;;		None
 12631 ;; Return value:  Size  Location     Type
 12632 ;;                  1    wreg      void 
 12633 ;; Registers used:
 12634 ;;		None
 12635 ;; Tracked objects:
 12636 ;;		On entry : 3F/0
 12637 ;;		On exit  : 3F/0
 12638 ;;		Unchanged: 3F/0
 12639 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12640 ;;      Params:         0       0       0       0       0       0       0       0
 12641 ;;      Locals:         0       0       0       0       0       0       0       0
 12642 ;;      Temps:          0       0       0       0       0       0       0       0
 12643 ;;      Totals:         0       0       0       0       0       0       0       0
 12644 ;;Total ram usage:        0 bytes
 12645 ;; Hardware stack levels used:    1
 12646 ;; This function calls:
 12647 ;;		Nothing
 12648 ;; This function is called by:
 12649 ;;		_PIN_MANAGER_Initialize
 12650 ;;		_IOCBF7_ISR
 12651 ;; This function uses a non-reentrant model
 12652 ;;
 12653                           
 12654                           
 12655                           ;psect for function _IOCBF7_DefaultInterruptHandler
 12656  0C8E                     _IOCBF7_DefaultInterruptHandler:	
 12657                           
 12658                           ;incstack = 0
 12659                           ; Regs used in _IOCBF7_DefaultInterruptHandler: []
 12660  0C8E  0008               	return
 12661  0C8F                     __end_of_IOCBF7_DefaultInterruptHandler:	
 12662                           
 12663                           	psect	text72
 12664  0D68                     __ptext72:	
 12665 ;; *************** function i1_batteryGetStatus *****************
 12666 ;; Defined at:
 12667 ;;		line 276 in file "app.c"
 12668 ;; Parameters:    Size  Location     Type
 12669 ;;		None
 12670 ;; Auto vars:     Size  Location     Type
 12671 ;;		None
 12672 ;; Return value:  Size  Location     Type
 12673 ;;                  1    wreg      void 
 12674 ;; Registers used:
 12675 ;;		wreg, status,2, status,0, pclath, cstack
 12676 ;; Tracked objects:
 12677 ;;		On entry : 3F/0
 12678 ;;		On exit  : 3F/0
 12679 ;;		Unchanged: 0/0
 12680 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12681 ;;      Params:         0       0       0       0       0       0       0       0
 12682 ;;      Locals:         0       0       0       0       0       0       0       0
 12683 ;;      Temps:          0       0       0       0       0       0       0       0
 12684 ;;      Totals:         0       0       0       0       0       0       0       0
 12685 ;;Total ram usage:        0 bytes
 12686 ;; Hardware stack levels used:    1
 12687 ;; Hardware stack levels required when called:    1
 12688 ;; This function calls:
 12689 ;;		i1_ADC_GetConversion
 12690 ;; This function is called by:
 12691 ;;		_IOCBF7_ISR
 12692 ;; This function uses a non-reentrant model
 12693 ;;
 12694                           
 12695                           
 12696                           ;psect for function i1_batteryGetStatus
 12697  0D68                     i1_batteryGetStatus:	
 12698  0D68                     i1l2889:	
 12699                           ;incstack = 0
 12700                           ; Regs used in i1_batteryGetStatus: [wreg+status,2+status,0+pclath+cstack]
 12701                           
 12702                           
 12703                           ;app.c: 278:     VBAT = ADC_GetConversion(VBAT_IN);
 12704  0D68  3016               	movlw	22
 12705  0D69  258B  318D         	fcall	i1_ADC_GetConversion
 12706  0D6B  0871               	movf	?i1_ADC_GetConversion+1,w
 12707  0D6C  0140               	movlb	0	; select bank0
 12708  0D6D  00BD               	movwf	_VBAT+1	;volatile
 12709  0D6E  0870               	movf	?i1_ADC_GetConversion,w
 12710  0D6F  00BC               	movwf	_VBAT	;volatile
 12711                           
 12712                           ;app.c: 279:     batt_stat = NORMAL;
 12713  0D70  3003               	movlw	3
 12714  0D71  00BE               	movwf	_batt_stat	;volatile
 12715                           
 12716                           ;app.c: 280:     if(PORTBbits.RB7 == 0)
 12717  0D72  1B8D               	btfsc	13,7	;volatile
 12718  0D73  2D77               	goto	i1l2897
 12719                           
 12720                           ;app.c: 281:     {;app.c: 282:         batt_stat = CHARGING;
 12721  0D74  3001               	movlw	1
 12722  0D75  00BE               	movwf	_batt_stat	;volatile
 12723                           
 12724                           ;app.c: 283:     }
 12725  0D76  0008               	return
 12726  0D77                     i1l2897:	
 12727                           
 12728                           ;app.c: 285:     {;app.c: 286:         if (VBAT >= (uint16_t)((4.1/2.0)*(1023.0/3.3)) &&
      +                           batt_stat == CHARGING)
 12729  0D77  3002               	movlw	2
 12730  0D78  023D               	subwf	_VBAT+1,w	;volatile
 12731  0D79  307B               	movlw	123
 12732  0D7A  1903               	skipnz
 12733  0D7B  023C               	subwf	_VBAT,w	;volatile
 12734  0D7C  1C03               	skipc
 12735  0D7D  2D83               	goto	i1l2903
 12736  0D7E  0B3E               	decfsz	_batt_stat,w
 12737  0D7F  2D83               	goto	i1l2903
 12738                           
 12739                           ;app.c: 287:         {;app.c: 288:             batt_stat = CHARGED;
 12740  0D80  3002               	movlw	2
 12741  0D81  00BE               	movwf	_batt_stat	;volatile
 12742                           
 12743                           ;app.c: 289:         }
 12744  0D82  0008               	return
 12745  0D83                     i1l2903:	
 12746  0D83  3002               	movlw	2
 12747  0D84  023D               	subwf	_VBAT+1,w	;volatile
 12748  0D85  3000               	movlw	0
 12749  0D86  1903               	skipnz
 12750  0D87  023C               	subwf	_VBAT,w	;volatile
 12751  0D88  1C03               	btfss	3,0
 12752                           
 12753                           ;app.c: 291:         {;app.c: 292:             batt_stat = VERYLOW;
 12754  0D89  01BE               	clrf	_batt_stat	;volatile
 12755  0D8A  0008               	return
 12756  0D8B                     __end_ofi1_batteryGetStatus:	
 12757  0D8B                     __ptext73:	
 12758 ;; *************** function i1_ADC_GetConversion *****************
 12759 ;; Defined at:
 12760 ;;		line 110 in file "mcc_generated_files/adc.c"
 12761 ;; Parameters:    Size  Location     Type
 12762 ;;  channel         1    wreg     enum E6599
 12763 ;; Auto vars:     Size  Location     Type
 12764 ;;  channel         1    3[COMMON] enum E6599
 12765 ;; Return value:  Size  Location     Type
 12766 ;;                  2    0[COMMON] unsigned int 
 12767 ;; Registers used:
 12768 ;;		wreg, status,2, status,0
 12769 ;; Tracked objects:
 12770 ;;		On entry : 3F/0
 12771 ;;		On exit  : 3F/1
 12772 ;;		Unchanged: 0/0
 12773 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12774 ;;      Params:         2       0       0       0       0       0       0       0
 12775 ;;      Locals:         1       0       0       0       0       0       0       0
 12776 ;;      Temps:          1       0       0       0       0       0       0       0
 12777 ;;      Totals:         4       0       0       0       0       0       0       0
 12778 ;;Total ram usage:        4 bytes
 12779 ;; Hardware stack levels used:    1
 12780 ;; This function calls:
 12781 ;;		Nothing
 12782 ;; This function is called by:
 12783 ;;		i1_batteryGetStatus
 12784 ;; This function uses a non-reentrant model
 12785 ;;
 12786                           
 12787                           
 12788                           ;psect for function i1_ADC_GetConversion
 12789  0D8B                     i1_ADC_GetConversion:	
 12790                           
 12791                           ;incstack = 0
 12792                           ; Regs used in i1_ADC_GetConversion: [wreg+status,2+status,0]
 12793                           ;i1ADC_GetConversion@channel stored from wreg
 12794  0D8B  00F3               	movwf	i1ADC_GetConversion@channel
 12795                           
 12796                           ;mcc_generated_files/adc.c: 110: adc_result_t ADC_GetConversion(adc_channel_t channel);m
      +                          cc_generated_files/adc.c: 111: {;mcc_generated_files/adc.c: 113:     ADCON0bits.CHS = ch
      +                          annel;
 12797  0D8C  00F2               	movwf	??i1_ADC_GetConversion
 12798  0D8D  0DF2               	rlf	??i1_ADC_GetConversion,f
 12799  0D8E  0DF2               	rlf	??i1_ADC_GetConversion,f
 12800  0D8F  0141               	movlb	1	; select bank1
 12801  0D90  081D               	movf	29,w	;volatile
 12802  0D91  0672               	xorwf	??i1_ADC_GetConversion,w
 12803  0D92  3903               	andlw	-253
 12804  0D93  0672               	xorwf	??i1_ADC_GetConversion,w
 12805  0D94  009D               	movwf	29	;volatile
 12806                           
 12807                           ;mcc_generated_files/adc.c: 116:     ADCON0bits.ADON = 1;
 12808  0D95  141D               	bsf	29,0	;volatile
 12809                           
 12810                           ;mcc_generated_files/adc.c: 119:     _delay((unsigned long)((5)*(1000000/4000000.0)));
 12811  0D96  0000               	nop
 12812                           
 12813                           ;mcc_generated_files/adc.c: 122:     ADCON0bits.GOnDONE = 1;
 12814  0D97  0141               	movlb	1	; select bank1
 12815  0D98  149D               	bsf	29,1	;volatile
 12816  0D99                     i1l328:	
 12817                           ;mcc_generated_files/adc.c: 126:     {;mcc_generated_files/adc.c: 127:     }
 12818                           
 12819                           
 12820                           ;mcc_generated_files/adc.c: 125:     while (ADCON0bits.GOnDONE)
 12821  0D99  189D               	btfsc	29,1	;volatile
 12822  0D9A  2D99               	goto	i1l328
 12823                           
 12824                           ;mcc_generated_files/adc.c: 130:     return ((adc_result_t)((ADRESH << 8) + ADRESL));
 12825  0D9B  081C               	movf	28,w	;volatile
 12826  0D9C  00F1               	movwf	?i1_ADC_GetConversion+1
 12827  0D9D  01F0               	clrf	?i1_ADC_GetConversion
 12828  0D9E  081B               	movf	27,w	;volatile
 12829  0D9F  07F0               	addwf	?i1_ADC_GetConversion,f
 12830  0DA0  1803               	skipnc
 12831  0DA1  0AF1               	incf	?i1_ADC_GetConversion+1,f
 12832  0DA2  0008               	return
 12833  0DA3                     __end_ofi1_ADC_GetConversion:	
 12834                           
 12835                           	psect	text75
 12836  0C8D                     __ptext75:	
 12837 ;; *************** function _IOCBF6_DefaultInterruptHandler *****************
 12838 ;; Defined at:
 12839 ;;		line 219 in file "mcc_generated_files/pin_manager.c"
 12840 ;; Parameters:    Size  Location     Type
 12841 ;;		None
 12842 ;; Auto vars:     Size  Location     Type
 12843 ;;		None
 12844 ;; Return value:  Size  Location     Type
 12845 ;;                  1    wreg      void 
 12846 ;; Registers used:
 12847 ;;		None
 12848 ;; Tracked objects:
 12849 ;;		On entry : 3F/0
 12850 ;;		On exit  : 3F/0
 12851 ;;		Unchanged: 3F/0
 12852 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12853 ;;      Params:         0       0       0       0       0       0       0       0
 12854 ;;      Locals:         0       0       0       0       0       0       0       0
 12855 ;;      Temps:          0       0       0       0       0       0       0       0
 12856 ;;      Totals:         0       0       0       0       0       0       0       0
 12857 ;;Total ram usage:        0 bytes
 12858 ;; Hardware stack levels used:    1
 12859 ;; This function calls:
 12860 ;;		Nothing
 12861 ;; This function is called by:
 12862 ;;		_PIN_MANAGER_Initialize
 12863 ;;		_IOCBF6_ISR
 12864 ;; This function uses a non-reentrant model
 12865 ;;
 12866                           
 12867                           
 12868                           ;psect for function _IOCBF6_DefaultInterruptHandler
 12869  0C8D                     _IOCBF6_DefaultInterruptHandler:	
 12870                           
 12871                           ;incstack = 0
 12872                           ; Regs used in _IOCBF6_DefaultInterruptHandler: []
 12873  0C8D  0008               	return
